LConn,LLen,LFrac,LAC,LSin,LBear,MHDn,NQPDHn,BtHn,TPBtHn,Lnkn,Lenn,AngDn,MGLHn,MCFn,MI,MWPR,MPMR,MNOR,MBCR,MNAR,MCAR,MFAR,HOLC Value
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,34104.52125,0.08854,5,6,2,0.014461,0.078417,0.000083,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,2839.81022,0.014279,5,12,8,0.014461,0.078417,0.000083,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,2839.81022,0.014279,5,6,2,0.014461,0.078417,0.000083,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,34104.52125,0.08854,5,12,8,0.010562,0.126102,0,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,34104.52125,0.08854,5,6,2,0.010562,0.126102,0,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,2839.81022,0.014279,5,12,8,0.010562,0.126102,0,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,2839.81022,0.014279,5,6,2,0.010562,0.126102,0,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,34104.52125,0.08854,5,12,8,0.014461,0.078417,0.000083,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,34104.52125,0.08854,5,6,2,0.014461,0.078417,0.000083,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,2839.81022,0.014279,5,12,8,0.014461,0.078417,0.000083,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,2839.81022,0.014279,5,6,2,0.014461,0.078417,0.000083,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,34104.52125,0.08854,5,12,8,0.010562,0.126102,0,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,34104.52125,0.08854,5,6,2,0.010562,0.126102,0,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,2839.81022,0.014279,5,12,8,0.010562,0.126102,0,2
4,0.000995,1,184.456879,1.640798,222.020859,152.658722,0.032732,5.333333,1.333333,4,0.021231,399.520844,0.002986,0.002773,2839.81022,0.014279,5,6,2,0.010562,0.126102,0,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,2839.81022,0.014279,5,6,2,0.010562,0.126102,0,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,2839.81022,0.014279,5,12,8,0.010562,0.126102,0,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,34104.52125,0.08854,5,6,2,0.010562,0.126102,0,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,34104.52125,0.08854,5,12,8,0.010562,0.126102,0,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,2839.81022,0.014279,5,6,2,0.014461,0.078417,0.000083,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,2839.81022,0.014279,5,12,8,0.014461,0.078417,0.000083,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,34104.52125,0.08854,5,6,2,0.014461,0.078417,0.000083,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,34104.52125,0.08854,5,12,8,0.014461,0.078417,0.000083,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,2839.81022,0.014279,5,6,2,0.010562,0.126102,0,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,2839.81022,0.014279,5,12,8,0.010562,0.126102,0,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,34104.52125,0.08854,5,6,2,0.010562,0.126102,0,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,34104.52125,0.08854,5,12,8,0.010562,0.126102,0,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,2839.81022,0.014279,5,6,2,0.014461,0.078417,0.000083,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,2839.81022,0.014279,5,12,8,0.014461,0.078417,0.000083,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,34104.52125,0.08854,5,6,2,0.014461,0.078417,0.000083,2
4,0.001007,1,192.618744,1.66141,222.020859,153.371841,0.032719,3.333333,0.833333,4,0.021231,399.520813,0.00299,0.002772,34104.52125,0.08854,5,12,8,0.014461,0.078417,0.000083,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,2839.81022,0.014279,5,6,2,0.010562,0.126102,0,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,2839.81022,0.014279,5,11,8,0.010562,0.126102,0,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,70933.8005,0.222105,5,6,2,0.010562,0.126102,0,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,70933.8005,0.222105,5,11,8,0.010562,0.126102,0,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,2839.81022,0.014279,5,6,2,0.008409,0.077067,0.000088,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,2839.81022,0.014279,5,11,8,0.008409,0.077067,0.000088,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,70933.8005,0.222105,5,6,2,0.008409,0.077067,0.000088,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,70933.8005,0.222105,5,11,8,0.008409,0.077067,0.000088,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,2839.81022,0.014279,5,6,2,0.010562,0.126102,0,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,2839.81022,0.014279,5,11,8,0.010562,0.126102,0,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,70933.8005,0.222105,5,6,2,0.010562,0.126102,0,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,70933.8005,0.222105,5,11,8,0.010562,0.126102,0,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,2839.81022,0.014279,5,6,2,0.008409,0.077067,0.000088,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,2839.81022,0.014279,5,11,8,0.008409,0.077067,0.000088,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,70933.8005,0.222105,5,6,2,0.008409,0.077067,0.000088,2
2,0.014648,1,14.479516,1.000668,219.147217,177.006561,0.222034,3.333333,0.833333,4,0.021231,399.520813,0.007785,0.007598,70933.8005,0.222105,5,11,8,0.008409,0.077067,0.000088,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,30769.16878,0.165794,5,4,5,0.020802,0.015683,0.000056,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,30769.16878,0.165794,5,8,5,0.020802,0.015683,0.000056,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,47394.92067,0.161706,5,4,5,0.020802,0.015683,0.000056,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,47394.92067,0.161706,5,8,5,0.020802,0.015683,0.000056,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,30769.16878,0.165794,5,4,5,0.030483,0.021748,0.000114,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,30769.16878,0.165794,5,8,5,0.030483,0.021748,0.000114,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,47394.92067,0.161706,5,4,5,0.030483,0.021748,0.000114,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,47394.92067,0.161706,5,8,5,0.030483,0.021748,0.000114,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,30769.16878,0.165794,5,4,5,0.020802,0.015683,0.000056,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,30769.16878,0.165794,5,8,5,0.020802,0.015683,0.000056,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,47394.92067,0.161706,5,4,5,0.020802,0.015683,0.000056,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,47394.92067,0.161706,5,8,5,0.020802,0.015683,0.000056,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,30769.16878,0.165794,5,4,5,0.030483,0.021748,0.000114,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,30769.16878,0.165794,5,8,5,0.030483,0.021748,0.000114,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,47394.92067,0.161706,5,4,5,0.030483,0.021748,0.000114,2
0,0.011822,1,101.00592,1.001895,225.670273,33.672581,0.029698,0.333333,0.333333,1,0.011822,101.00592,0.003941,0.003933,47394.92067,0.161706,5,8,5,0.030483,0.021748,0.000114,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,49878.37613,0.276943,5,5,5,0.140683,0.051934,0.000222,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,49878.37613,0.276943,5,4,5,0.140683,0.051934,0.000222,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,52911.66171,0.477385,5,5,5,0.140683,0.051934,0.000222,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,52911.66171,0.477385,5,4,5,0.140683,0.051934,0.000222,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,49878.37613,0.276943,5,5,5,0.056066,0.021838,0.000324,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,49878.37613,0.276943,5,4,5,0.056066,0.021838,0.000324,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,52911.66171,0.477385,5,5,5,0.056066,0.021838,0.000324,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,52911.66171,0.477385,5,4,5,0.056066,0.021838,0.000324,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,49878.37613,0.276943,5,5,5,0.140683,0.051934,0.000222,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,49878.37613,0.276943,5,4,5,0.140683,0.051934,0.000222,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,52911.66171,0.477385,5,5,5,0.140683,0.051934,0.000222,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,52911.66171,0.477385,5,4,5,0.140683,0.051934,0.000222,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,49878.37613,0.276943,5,5,5,0.056066,0.021838,0.000324,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,49878.37613,0.276943,5,4,5,0.056066,0.021838,0.000324,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,52911.66171,0.477385,5,5,5,0.056066,0.021838,0.000324,2
0,0.158955,1,1921.507324,1.063881,243.303101,640.555359,0.001561,0.333333,0.333333,1,0.158955,1921.50708,0.052985,0.049804,52911.66171,0.477385,5,4,5,0.056066,0.021838,0.000324,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,52911.66171,0.477385,5,4,5,0.056066,0.021838,0.000324,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,52911.66171,0.477385,5,5,5,0.056066,0.021838,0.000324,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,49878.37613,0.276943,5,4,5,0.056066,0.021838,0.000324,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,49878.37613,0.276943,5,5,5,0.056066,0.021838,0.000324,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,52911.66171,0.477385,5,4,5,0.140683,0.051934,0.000222,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,52911.66171,0.477385,5,5,5,0.140683,0.051934,0.000222,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,49878.37613,0.276943,5,4,5,0.140683,0.051934,0.000222,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,49878.37613,0.276943,5,5,5,0.140683,0.051934,0.000222,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,52911.66171,0.477385,5,4,5,0.056066,0.021838,0.000324,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,52911.66171,0.477385,5,5,5,0.056066,0.021838,0.000324,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,49878.37613,0.276943,5,4,5,0.056066,0.021838,0.000324,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,49878.37613,0.276943,5,5,5,0.056066,0.021838,0.000324,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,52911.66171,0.477385,5,4,5,0.140683,0.051934,0.000222,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,52911.66171,0.477385,5,5,5,0.140683,0.051934,0.000222,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,49878.37613,0.276943,5,4,5,0.140683,0.051934,0.000222,2
4,0.000744,1,83.8899,1.329911,267.881805,366.950684,0.057246,7.333333,0.916667,12,0.2076,1281.276978,0.03876,0.03606,49878.37613,0.276943,5,5,5,0.140683,0.051934,0.000222,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,7,5,0.055681,0.034902,0,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,6,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,40333.72857,0.060073,5,7,5,0.097594,0.025114,0.000098,2
2,0.022697,0.167556,29.293072,1.000397,156.072983,112.569916,0.023962,0.363531,0.363531,4,0.135461,488.055969,0.043108,0.042265,34794.7987,0.017454,5,6,5,0.097594,0.025114,0.000098,2
